"ident","icao","name","latitude","longitude","iapExists"
"0K7","","Humboldt Muni","42.73486111","-94.24547222","0"
"IDG","KIDG","Ida Grove Muni","42.33259778","-95.44488778","0"
"IIB","KIIB","James H Connell Fld At Independence Muni","42.45688889","-91.94766667","1"
"EFW","KEFW","Jefferson Muni","42.00983333","-94.34180556","1"
"EOK","KEOK","Keokuk Muni","40.45990778","-91.42850111","1"
"6K9","","Keosauqua Muni","40.73475","-91.94878306","0"
"OXV","KOXV","Knoxville Muni","41.29909692","-93.11374278","1"
"0Y6","","Lake Mills Muni","43.41366667","-93.51175","0"
"LWD","KLWD","Lamoni Muni","40.63239194","-93.90222611","1"
"MIW","KMIW","Marshalltown Muni","42.11275","-92.91777778","1"
"MCW","KMCW","Mason City Muni","43.15780556","-93.33125","1"
"4D8","","Fuller","43.33339389","-95.1590925","1"
"7C5","","Sig Fld","41.54828889","-92.53458333","0"
"MXO","KMXO","Monticello Rgnl","42.22036194","-91.16329833","1"
"1Y3","","Judge Lewis Fld/Mount Ayr Muni","40.70638889","-94.22027778","0"
"MPZ","KMPZ","Mount Pleasant Muni","40.94661222","-91.51117056","1"
"MUT","KMUT","Muscatine Muni","41.36788889","-91.14822222","1"
"1Y5","","New Hampton Muni","43.08719583","-92.3432325","0"
"OOA","KOOA","Oskaloosa Muni","41.22611111","-92.49383333","1"
"OTM","KOTM","Ottumwa Rgnl","41.10722222","-92.44716667","1"
"1Y9","","Paullina Muni","42.98788889","-95.66447222","0"
"PEA","KPEA","Pella Muni","41.40122222","-92.94586111","1"
"PRO","KPRO","Perry Muni","41.82644444","-94.15955556","1"
"POH","KPOH","Pocahontas Muni","42.74288889","-94.64736111","1"
"SHL","KSHL","Sheldon Rgnl","43.20838889","-95.83341667","1"
"SDA","KSDA","Shenandoah Muni","40.75158722","-95.41362417","1"
"ISB","KISB","Sibley Muni","43.36935278","-95.75963889","1"
"SUX","KSUX","Sioux Gateway/Brig General Bud Day Fld","42.40130944","-96.38441806","1"
"AWG","KAWG","Washington Muni","41.27569444","-91.67608333","1"
"ALO","KALO","Waterloo Rgnl","42.55844917","-92.40102333","1"
"Y01","","Waukon Muni","43.28047611","-91.46952806","0"
"C25","","Waverly Muni","42.74179556","-92.50721333","1"
"EBS","KEBS","Webster City Muni","42.43641353","-93.86896703","1"
"U01","","American Falls","42.79731667","-112.8251867","0"
"AOC","KAOC","Arco-Butte County","43.60352778","-113.33425","1"
"U45","","Graham Usfs","43.95517833","-115.2725911","0"
"52U","","Weatherby Usfs","43.82513889","-115.3313611","0"
"55H","","Atlanta","43.81351083","-115.1350817","0"
"U37","","Midway","43.45361111","-112.80725","0"
"U46","","Big Southern Butte","43.43258333","-113.0554444","0"
"U48","","Coxs Well","43.21775","-113.2275556","0"
"U51","","Bancroft Muni","42.72075167","-111.8674564","0"
"U03","","Buhl Muni","42.59738889","-114.8006389","0"
"BYI","KBYI","Burley Muni","42.54261111","-113.7715278","1"
"EUL","KEUL","Caldwell Exec","43.64184889","-116.6357642","1"
"U65","","Carey","43.30880556","-113.9360278","0"
"0U7","","Hollow Top","43.32375","-113.5905","0"
"U70","","Cascade","44.49233333","-116.0147778","0"
"S77","","Magee","47.84155833","-116.2519944","0"
"U58","","Downey/Hyde Meml/","42.42423333","-112.1095556","0"
"DIJ","KDIJ","Driggs/Reed Meml","43.74269444","-111.0967778","1"
"U41","","Dubois Muni","44.16236111","-112.2206667","0"
"S90","","Elk City","45.82268583","-115.4398497","0"
"S78","","Emmett Muni","43.85265","-116.5390694","0"
"U86","","Frostenson Fld","43.34186111","-114.7982778","0"
"TNU","KTNU","Newton Muni-Earl Johnson Fld","41.67443","-93.02172833","1"
"5D2","","Northwood Muni","43.44877778","-93.20166667","0"
"OLZ","KOLZ","Oelwein Muni","42.6809245","-91.97439539","1"
"D02","","Osage Muni","43.29233333","-92.79561111","0"
"I75","","Osceola Muni","41.05222222","-93.68913889","1"
"2Y1","","Drake","42.31751389","-93.4151625","0"
"RDK","KRDK","Red Oak Muni","41.01083333","-95.25886111","1"
"RRQ","KRRQ","Rock Rapids Muni","43.45222111","-96.17977694","1"
"2Y4","","Rockwell City Muni","42.38782222","-94.61890278","0"
"SKI","KSKI","Sac City Muni","42.37905556","-94.97961111","1"
"SPW","KSPW","Spencer Muni","43.16565194","-95.20279306","1"
"0F3","","Spirit Lake Muni","43.38742083","-95.13946806","0"
"SLB","KSLB","Storm Lake Muni","42.59723489","-95.24066556","1"
"8C2","","Sully Muni","41.5741","-92.8466","0"
"8C4","","Mathews Meml","41.76335417","-91.15293583","1"
"8C5","","Toledo Muni","41.98823161","-92.54798614","0"
"8C6","","Traer Muni","42.20083333","-92.45663889","0"
"VTI","KVTI","Vinton Veterans Meml Airpark","42.21863889","-92.02591667","1"
"3Y2","","George L Scott Muni","42.98522222","-91.79063889","1"
"3Y3","","Winterset Muni","41.36280556","-94.02119444","1"
"3Y4","","Woodbine Muni","41.73609944","-95.68361722","0"
"U36","","Aberdeen Muni","42.92109722","-112.8809083","0"
"U54","","Bernard Usfs","44.97963667","-114.7348136","0"
"U60","","Big Creek","45.13324306","-115.3217789","0"
"I08","","Cabin Creek Usfs","45.14352444","-114.9289897","0"
"U02","","McCarley Fld","43.20924889","-112.3495853","1"
"BOI","KBOI","Boise Air Trml/Gowen Fld","43.56436111","-116.2228611","0"
"65S","","Boundary County","48.72597222","-116.2951667","1"
"C64","","Cayuse Creek Usfs","46.66658417","-115.0731811","0"
"LLJ","KLLJ","Challis","44.52360667","-114.2179383","0"
"U72","","Upper Loon Creek Usfs","44.59157806","-114.8231433","0"
"C53","","Lower Loon Creek","44.80867119","-114.8086599","0"
"U79","","Chamberlain Usfs","45.37907833","-115.1967797","0"
"COE","KCOE","Coeur D'alene/Pappy Boyington Fld","47.77430556","-116.8195833","1"
"U81","","Cold Meadows Usfs","45.2935","-114.9453056","0"
"66S","","Cavanaugh Bay","48.51866667","-116.8221944","0"
"S84","","Cottonwood Muni","46.03876972","-116.3315347","0"
"U82","","Council Muni","44.75033333","-116.4450556","0"
"S89","","Craigmont Muni","46.24772222","-116.4793611","0"
"A05","","Dixie Usfs","45.52074056","-115.5176267","0"
"C48","","Wilson Bar Usfs","45.39666667","-115.4833333","0"
"U84","","Donald D Coski Meml","44.72905972","-116.0926278","0"
"S92","","Fish Lake /Usfs/","46.33019528","-115.0631742","0"
"U88","","Garden Valley","44.06694444","-115.9312778","0"
"U89","","Glenns Ferry Muni","42.94366667","-115.3300833","0"
"GNG","KGNG","Gooding Muni","42.91708083","-114.7663381","1"
"GIC","KGIC","Idaho County","45.94266667","-116.1230278","1"
"U91","","Grasmere","42.37330556","-115.8794444","0"
"SUN","KSUN","Friedman Meml","43.50378056","-114.2955583","1"
"U93","","Magic Reservoir","43.28066667","-114.3963889","0"
"U94","","Hazelton Muni","42.57640972","-114.1352403","0"
"S66","","Homedale Muni","43.61463889","-116.9213611","0"
"S73","","Kamiah Muni","46.21977778","-116.0138056","0"
"S83","","Shoshone County","47.54726111","-116.1890639","0"
"U61","","Twin Bridges","43.94369444","-114.11025","0"
"U99","","Laidlaw Corrals","43.03702778","-113.7336111","0"
"S82","","Kooskia Muni","46.13267139","-115.9787525","0"
"0U2","","Copper Basin","43.80197222","-113.8315278","0"
"0U3","","Mahoney Creek Usfs","44.74458333","-114.9213889","0"
"MLD","KMLD","Malad City","42.17012633","-112.2926793","0"
"0U8","","May","44.61033333","-113.8948611","0"
"0U9","","Lee Williams Meml","44.46127778","-116.7580278","0"
"1U0","","Bear Trap","42.97533333","-113.35075","0"
"MAN","KMAN","Nampa Muni","43.58134111","-116.5230631","1"
"1U4","","New Meadows","44.978","-116.2839167","0"
"0S5","","Nezperce Muni","46.23846944","-116.2385764","0"
"67S","","Priest Lake Usfs","48.574","-116.9585833","0"
"1U6","","Oakley Muni","42.23388889","-113.8776389","0"
"S68","","Orofino Muni","46.49202111","-116.2753994","0"
"2U0","","Smith Prairie","43.49836111","-115.5469722","0"
"U10","","Preston","42.10693611","-111.9125708","0"
"1S6","","Priest River Muni","48.19064583","-116.9098611","0"
"RXE","KRXE","Rexburg-Madison County","43.83391667","-111.8051111","1"
"U56","","Rigby","43.642725","-111.9291625","0"
"2U4","","Rockford Muni","43.1895","-112.5318056","0"
"2U5","","Shearer /Usfs/","45.9895","-114.8412778","0"
"1S7","","Slate Creek","45.67177778","-116.3057222","0"
"U87","","Smiley Creek","43.91213889","-114.7960556","0"
"U78","","Allen H Tigert","42.6485","-111.5818056","0"
"85U","","Soldier Bar Usfs","45.09991417","-114.8009289","0"
"2U7","","Stanley","44.20855556","-114.9345278","0"
"2U8","","Thomas Creek","44.72330556","-115.0039722","0"
"I92","","Reed Ranch","44.89166667","-115.7130556","0"
"3U2","","Johnson Creek","44.91172222","-115.4855278","0"
"C00","","Mercer County","41.248645","-90.73708361","0"
"K06","","Greater Beardstown","39.97338139","-90.40373556","0"
"U97","","Howe","43.83907","-113.0466694","0"
"U98","","Idaho City Usfs","43.82072639","-115.8509428","0"
"IDA","KIDA","Idaho Falls Rgnl","43.51367333","-112.0708203","1"
"S81","","Indian Creek Usfs","44.76113889","-115.1073611","0"
"U53","","Henrys Lake","44.63475","-111.3426944","0"
"JER","KJER","Jerome County","42.72668333","-114.4566472","1"
"0U0","","Landmark Usfs","44.64211111","-115.5333889","0"
"U00","","Leadore","44.67311111","-113.3524444","0"
"LWS","KLWS","Lewiston/Nez Perce County","46.37449861","-117.0153964","1"
"0U1","","Warm Springs Creek","44.14222222","-115.3140556","0"
"MYL","KMYL","Mc Call Muni","44.88874417","-116.1017519","1"
"24K","","Krassel Usfs","44.97422222","-115.72975","0"
"U62","","Mackay","43.91000833","-113.6023667","0"
"U92","","Antelope Valley","43.67713889","-113.6027222","0"
"1U1","","Moose Creek /Usfs/","46.12631944","-114.9217028","0"
"U76","","Mountain Home Muni","43.13160944","-115.7305667","1"
"1U2","","Mud Lake/West Jefferson County","43.85126528","-112.5010278","0"
"1U3","","Murphy","43.21594444","-116.5483611","0"
"75C","","Orogrande","45.72944444","-115.5277778","0"
"1U7","","Bear Lake County","42.24976111","-111.3416272","1"
"50S","","Parma","43.7787725","-116.9384861","0"
"S75","","Payette Muni","44.09397361","-116.9031056","0"
"1U9","","Pine","43.46625","-115.3100278","0"
"PIH","KPIH","Pocatello Rgnl","42.9097925","-112.5959189","1"
"1S1","","Eckhart Intl","48.99047222","-116.5020556","0"
"U12","","Stanford Fld","43.95016667","-111.6846944","0"
"S72","","Jack A Buell","47.32581111","-116.5766778","0"
"SMN","KSMN","Lemhi County","45.12327778","-113.8814444","1"
"SZT","KSZT","Sandpoint","48.29952778","-116.5601389","1"
"U63","","Bruce Meadows","44.41545917","-115.3167711","0"
"3U0","","Murphy Hot Springs","42.02355556","-115.3354444","0"
"TWF","KTWF","Joslin Fld/Magic Valley Rgnl","42.48180917","-114.4877361","1"
"3U1","","Warren /Usfs/","45.26811111","-115.6836111","0"
"S87","","Weiser Muni","44.20466667","-116.9605278","1"
"H96","","Benton Muni","38.0085","-88.93444444","1"
"BMI","KBMI","Central Il Rgnl/Bloomington-Normal","40.47711111","-88.91591667","1"
"1C5","","Bolingbrook's Clow Intl","41.69591667","-88.1295","1"
"CUL","KCUL","Carmi Muni","38.08947917","-88.12306111","1"
"1H8","","Casey Muni","39.30250917","-88.00406194","1"
"ENL","KENL","Centralia Muni","38.51508333","-89.09113889","1"
"UGN","KUGN","Waukegan Ntl","42.42214861","-87.86791611","1"
"LOT","KLOT","Lewis University","41.60809694","-88.09638972","1"
"ARR","KARR","Aurora Muni","41.77191667","-88.47566667","1"
"C82","","Bresson","41.76253028","-89.10148111","0"
"DEC","KDEC","Decatur","39.8345625","-88.86568917","1"
"DKB","KDKB","De Kalb Taylor Muni","41.93383425","-88.70568639","1"
"DTG","KDTG","Dwight","41.13262181","-88.43864528","0"
"1H2","","Effingham County Rgnl","39.07044444","-88.53352778","1"
"FWC","KFWC","Fairfield Muni","38.37863306","-88.41265222","1"
"GBG","KGBG","Galesburg Muni","40.93800053","-90.43112358","1"
"3G8","","Gen-Airpark","41.43977778","-90.11005556","0"
"CPS","KCPS","St Louis Downtown","38.57036111","-90.15508333","1"
"CIR","KCIR","Cairo Rgnl","37.06413889","-89.21952778","1"
"CTK","KCTK","Ingersoll","40.56908333","-90.07483333","1"
"MDH","KMDH","Southern Illinois","37.77808333","-89.25202778","1"
"CMI","KCMI","University of Illinois/Willard","40.03856083","-88.27653917","1"
"MDW","KMDW","Chicago Midway Intl","41.78597222","-87.75241667","1"
"ORD","KORD","Chicago O'hare Intl","41.97694028","-87.90814972","1"
"PWK","KPWK","Chicago Exec","42.11427944","-87.90154083","1"
"3CK","","Lake In The Hills","42.20686111","-88.32269444","1"
"DPA","KDPA","Dupage","41.90705306","-88.247995","1"
"IGQ","KIGQ","Lansing Muni","41.53491667","-87.52952778","1"
"06C","","Schaumburg Rgnl","41.98934083","-88.10124278","0"
"DNV","KDNV","Vermilion Rgnl","40.19982722","-87.59516639","1"
"C73","","Dixon Muni-Charles R Walgreen Fld","41.83369889","-89.44621333","1"
"FOA","KFOA","Flora Muni","38.66499022","-88.45311203","1"
"FEP","KFEP","Albertus","42.24611472","-89.58197667","1"
"C81","","Campbell","42.32461111","-88.07408806","1"
"GRE","KGRE","Greenville","38.83622222","-89.37888889","1"
"10C","","Galt Fld","42.40288889","-88.37511111","1"
"HSB","KHSB","Harrisburg-Raleigh","37.81125611","-88.55025964","1"
"0C0","","Dacy","42.40247222","-88.63238889","0"
"H07","","Highland-Winet","38.77925","-89.64045139","0"
"0C2","","Hinckley","41.77086278","-88.70341444","0"
"JOT","KJOT","Joliet Rgnl","41.51774139","-88.17539722","0"
"3KK","","Kankakee","41.10003222","-87.91671","0"
"IKK","KIKK","Greater Kankakee","41.07138889","-87.84627778","1"
"EZI","KEZI","Kewanee Muni","41.20519444","-89.96386111","1"
"LWV","KLWV","Lawrenceville-Vincennes Intl","38.76427778","-87.6055","1"
"MQB","KMQB","Macomb Muni","40.52008333","-90.65238889","1"
"MTO","KMTO","Coles County Meml","39.47788889","-88.27997222","1"
"MLI","KMLI","Quad Cities Intl","41.44820917","-90.50777","1"
"C56","","Bult Fld","41.37741667","-87.67975","1"
"C66","","Monmouth Muni","40.92970444","-90.63110722","1"
"MVN","KMVN","Mount Vernon","38.32336111","-88.8585","1"
"9I0","","Havana Rgnl","40.22269306","-90.02278194","0"
"IJX","KIJX","Jacksonville Muni","39.77461111","-90.23827778","1"
"C75","","Marshall County","41.01883333","-89.38577778","1"
"AAA","KAAA","Logan County","40.15869444","-89.33502778","1"
"3LF","","Litchfield Muni","39.1625","-89.67463889","1"
"MWA","KMWA","Veterans Airport of Southern Illinois","37.75497222","-89.01108333","1"
"M30","","Metropolis Muni","37.18294444","-88.75066667","0"
"C09","","Morris Muni/James R Washburn Fld","41.42475","-88.41866667","1"
"AJG","KAJG","Mount Carmel Muni","38.60652778","-87.72669444","1"
"C55","","Ogle County","42.03705972","-89.39294861","0"
"I63","","Mount Sterling Muni","39.98538889","-90.80413889","1"
"0C8","","Cushing Fld Ltd","41.519475","-88.60562889","0"
"OLY","KOLY","Olney-Noble","38.72182722","-88.17643278","1"
"1C1","","Paxton","40.44897889","-88.12773806","1"
"C15","","Pekin Muni","40.48819444","-89.67588889","1"
"PPQ","KPPQ","Pittsfield Penstone Muni","39.63889008","-90.77855897","1"
"PNT","KPNT","Pontiac Muni","40.92444444","-88.62394444","1"
"RSV","KRSV","Crawford County","39.01602778","-87.64977778","1"
"RPJ","KRPJ","Rochelle Muni/Koritz Fld","41.89263889","-89.07961111","1"
"5K4","","Schuy-Rush","40.11754667","-90.59040528","0"
"SLO","KSLO","Salem-Leckrone","38.64287222","-88.96418528","1"
"SAR","KSAR","Sparta Community-Hunter Fld","38.14886361","-89.69850389","1"
"C16","","Frasca Fld","40.14639978","-88.19848758","1"
"VLA","KVLA","Vandalia Muni","38.99146583","-89.16618944","1"
"8N2","","Skydive Chicago","41.39977778","-88.79391667","0"
"5K1","","Zelmer Meml Airpark Inc","39.4200475","-89.9912175","0"
"PRG","KPRG","Edgar County","39.69966667","-87.67077778","1"
"3MY","","Mount Hawley Auxiliary","40.79580556","-89.61347222","1"
"PIA","KPIA","General Downing - Peoria Intl","40.66419444","-89.69325","0"
"VYS","KVYS","Illinois Valley Rgnl-Walter A Duncan Fld","41.35013889","-89.15294444","1"
"PJY","KPJY","Pinckneyville/Du Quoin","37.97788417","-89.36044889","1"
"C77","","Poplar Grove","42.32286111","-88.83630556","1"
"UIN","KUIN","Quincy Rgnl-Baldwin Fld","39.94227528","-91.19240444","1"
"TIP","KTIP","Rantoul Ntl Avn Cntr-Frank Elliott Fld","40.29355556","-88.14238889","1"
"RFD","KRFD","Chicago/Rockford Intl","42.19536111","-89.09722222","1"
"1C8","","Cottonwood","42.29168583","-89.13621833","0"
"SFY","KSFY","Tri-Township","42.04583333","-90.10794444","1"
"2H0","","Shelby County","39.41130278","-88.84552222","1"
"SPI","KSPI","Abraham Lincoln Capital","39.84461361","-89.67754667","1"
"SQI","KSQI","Whiteside County/Jos H Bittorf Fld","41.74283333","-89.67627778","1"
"TAZ","KTAZ","Taylorville Muni","39.5325855","-89.33070692","1"
"K96","","Tuscola","39.78119722","-88.30644583","0"
"2T2","","Percival Springs","39.01444444","-88.53927778","0"
"I99","","Alexandria","40.23251333","-85.63753056","0"
"AID","KAID","Anderson Muni-Darlington Fld","40.10861111","-85.613","1"
"ANQ","KANQ","Tri-State Steuben County","41.63969833","-85.08349333","1"
"HLB","KHLB","Batesville","39.34311111","-85.25841667","0"
"BFR","KBFR","Virgil I Grissom Muni","38.84002778","-86.44536111","1"
"1I3","","Shawnee Fld","39.04272222","-87.00275","0"
"BMG","KBMG","Monroe County","39.14602083","-86.61668047","1"
"3EV","","Skylane","38.01194444","-87.59486111","0"
"5I2","","Flora Muni","40.53975833","-86.54833306","0"
"SMD","KSMD","Smith Fld","41.14336111","-85.15277778","1"
"FRH","KFRH","French Lick Muni","38.50622222","-86.63694444","1"
"5I6","","Galveston","40.584205","-86.25694028","0"
"GYY","KGYY","Gary/Chicago Intl","41.61725","-87.41452778","1"
"GSH","KGSH","Goshen Muni","41.52613342","-85.79427017","1"
"2C6","","Tri-County","40.774","-90.07441667","0"
"GWB","KGWB","De Kalb County","41.30719722","-85.06051778","1"
"C40","","Miller","40.71671333","-85.24997083","0"
"I91","","Boonville","38.04209722","-87.31607083","0"
"0I2","","Brazil Clay County","39.47673556","-87.09970917","1"
"BAK","KBAK","Columbus Muni","39.261915","-85.89633889","1"
"CEV","KCEV","Mettel Fld","39.69819444","-85.13113889","1"
"1I8","","Converse","40.57320278","-85.89959722","0"
"CFJ","KCFJ","Crawfordsville Rgnl","39.974625","-86.921075","1"
"1I9","","Delphi Muni","40.54081083","-86.68146639","1"
"3C1","","Mishawaka Pilots Club","41.65699306","-86.03472389","0"
"EKM","KEKM","Elkhart Muni","41.71940617","-86.00321897","1"
"78I","","Pam's Place","39.50164722","-86.68850181","0"
"EVV","KEVV","Evansville Rgnl","38.04080556","-87.5285","1"
"FWA","KFWA","Fort Wayne Intl","40.97847222","-85.19516667","1"
"FKR","KFKR","Frankfort Clinton County Rgnl","40.27343083","-86.56217028","1"
"3FK","","Franklin Flying Fld","39.42643889","-86.05832194","0"
"GPC","KGPC","Putnam County Rgnl","39.63352778","-86.81380556","1"
"GFD","KGFD","Pope Fld","39.79032083","-85.73608861","0"
"I34","","Greensburg Muni","39.3200125","-85.52511806","1"
"05C","","Griffith-Merrillville","41.519841","-87.39950797","1"
"I61","","Hagerstown","39.88916667","-85.16333333","0"
"64I","","Lee Bottom","38.63144167","-85.44341944","0"
"HNB","KHNB","Huntingburg","38.24901694","-86.95281944","1"
"HHG","KHHG","Huntington Muni","40.85291667","-85.45705556","1"
"HFY","KHFY","Indy South Greenwood","39.62761111","-86.08802778","1"
"IND","KIND","Indianapolis Intl","39.71730556","-86.29463889","1"
"JVY","KJVY","Clark Rgnl","38.36661833","-85.73814472","1"
"C62","","Kendallville Muni","41.47271556","-85.2607975","1"
"OKK","KOKK","Kokomo Muni","40.52766667","-86.05975","1"
"LAF","KLAF","Purdue University","40.41230556","-86.93688889","1"
"GGP","KGGP","Logansport/Cass County","40.71126444","-86.37270472","1"
"C92","","Mentone","41.15004333","-86.06249667","0"
